479,71,1227=EMERALD_ORE
-1344,53,1133=IRON_ORE
-1488,92,1119=IRON_ORE
667,80,1046=IRON_ORE
155,39,1042=EMERALD_ORE
873,87,763=IRON_ORE
-1178,50,1151=IRON_ORE
946,128,669=GOLD_ORE
-1316,126,1311=IRON_ORE
-58,166,-3606=GOLD_ORE
-1306,39,1209=IRON_ORE
945,128,668=GOLD_ORE
-221,14,-474=DIAMOND_ORE
-950,57,1172=EMERALD_ORE
895,93,983=IRON_ORE
-850,57,709=COAL_ORE
-1012,67,304=IRON_ORE
443,68,1111=COAL_ORE
-1505,53,1092=IRON_ORE
630,85,1174=IRON_ORE
-1427,96,362=EMERALD_ORE
-1001,61,339=IRON_ORE
-1546,63,1271=DIAMOND_ORE
-459,57,156=COAL_ORE
-1265,97,800=EMERALD_ORE
-689,52,184=IRON_ORE
-584,68,200=COAL_ORE
-1393,56,1216=IRON_ORE
109,47,-3553=DIAMOND_ORE
-1279,55,1043=IRON_ORE
-1543,60,968=EMERALD_ORE
-954,81,-265=IRON_ORE
1074,125,608=DIAMOND_ORE
-1318,14,1296=IRON_ORE
-1192,82,550=COAL_ORE
686,94,1389=EMERALD_ORE
1139,133,657=DIAMOND_ORE
-1423,99,1380=DIAMOND_ORE
-1188,76,551=COAL_ORE
-952,81,-264=IRON_ORE
-610,46,-190=IRON_ORE
-1320,80,1006=IRON_ORE
-696,60,1039=COAL_ORE
-725,65,541=COAL_ORE
-202,31,-3506=DIAMOND_ORE
885,146,1165=DIAMOND_ORE
-1543,74,1280=DIAMOND_ORE
-1440,57,1282=DIAMOND_ORE
-883,24,-211=IRON_ORE
-1555,70,865=EMERALD_ORE
-366,91,986=EMERALD_ORE
-1464,46,1124=IRON_ORE
-659,51,158=IRON_ORE
448,79,1286=EMERALD_ORE
-1463,43,1121=IRON_ORE
772,79,1076=DIAMOND_ORE
839,98,843=IRON_ORE
-1203,61,1076=IRON_ORE
-702,69,610=COAL_ORE
-1450,69,997=EMERALD_ORE
893,146,1197=DIAMOND_ORE
-1323,12,1306=IRON_ORE
490,72,1216=EMERALD_ORE
492,84,1397=EMERALD_ORE
1033,128,582=GOLD_ORE
-1557,55,1287=DIAMOND_ORE
-903,29,-186=IRON_ORE
1155,140,881=DIAMOND_ORE
-400,57,1336=EMERALD_ORE
1110,134,655=GOLD_ORE
-1406,46,1171=IRON_ORE
597,84,1364=EMERALD_ORE
-1320,57,1203=IRON_ORE
401,93,1163=COAL_ORE
-715,53,-215=IRON_ORE
-1263,48,1293=IRON_ORE
880,94,808=DIAMOND_ORE
-1491,57,929=EMERALD_ORE
-1585,79,976=IRON_ORE
-257,59,1112=EMERALD_ORE
-1514,45,880=EMERALD_ORE
-1203,84,1337=IRON_ORE
-1196,58,1067=IRON_ORE
-1515,63,1232=DIAMOND_ORE
885,140,1152=DIAMOND_ORE
-1326,99,1380=IRON_ORE
-1525,63,1242=DIAMOND_ORE
665,77,1045=IRON_ORE
-1225,55,1126=IRON_ORE
-1567,74,987=IRON_ORE
-1521,61,830=IRON_ORE
-459,57,158=COAL_ORE
275,21,-3585=GOLD_ORE
464,69,1172=EMERALD_ORE
-496,19,-61=DIAMOND_ORE
-123,151,-3659=DIAMOND_ORE
