-361.0223988410503,83.0,364.36603887436036
-360.02425894759244,83.0,376.78722750117026
-370.7174064067658,83.0,390.07066878740557
-379.1169104779247,83.0,382.07635335552794
-387.43165738395095,83.0,391.0466500220359
-390.4566869933382,83.0,403.6149123598306
-367.7353656866657,83.0,417.34919843072595
-390.6996338472354,83.0,417.8277255450103
-402.45438003953757,83.0,399.4649848947862
-378.25909436144815,83.0,351.99852155443557
-369.04265737114923,83.0,363.91872841716514
-361.0223988410503,83.0,364.36603887436036
-360.02425894759244,83.0,376.78722750117026
-370.7174064067658,83.0,390.07066878740557
-379.1169104779247,83.0,382.07635335552794
-387.43165738395095,83.0,391.0466500220359
-390.4566869933382,83.0,403.6149123598306
-367.7353656866657,83.0,417.34919843072595
-390.6996338472354,83.0,417.8277255450103
-402.45438003953757,83.0,399.4649848947862
-378.25909436144815,83.0,351.99852155443557
-369.04265737114923,83.0,363.91872841716514
600.6513535827262,36.0,-284.9556889849931

